Customer ID,loyalty_A,loyalty_B,loyalty_score,estimated_annual_spend,promo_flag,tenure_proxy_norm,purchase_frequency_score,satisfaction_flag,subscription_flag
28,0.41050420168067225,0.29531812725090034,0.41050420168067225,224,1,0.12244897959183673,0.058823529411764705,1,1
29,0.6533613445378151,0.46878751500600235,0.6533613445378151,376,1,0.8163265306122449,0.058823529411764705,1,1
30,0.7428571428571429,0.5663265306122449,0.7428571428571429,2496,1,0.2653061224489796,1.0,1,1
31,0.5218487394957984,0.3804521808723489,0.5218487394957984,372,1,0.30612244897959184,0.21568627450980393,1,1
32,0.7289915966386554,0.5284113645458183,0.7289915966386554,948,1,0.8979591836734694,0.21568627450980393,1,1
33,0.6071428571428571,0.4336734693877551,0.6071428571428571,67,1,0.7346938775510204,0.0,1,1
34,0.48193277310924365,0.33919567827130853,0.48193277310924365,152,1,0.8979591836734694,0.058823529411764705,0,1
35,0.6319327731092437,0.4534813925570228,0.6319327731092437,364,1,0.7551020408163265,0.058823529411764705,1,1
36,0.8327731092436975,0.6123449379751901,0.8327731092436975,858,1,0.9591836734693877,0.49019607843137253,1,1
37,0.8042016806722688,0.5919367747098839,0.8042016806722688,1794,1,0.8775510204081632,0.49019607843137253,1,1
38,0.5142857142857142,0.39591836734693875,0.5142857142857142,2340,1,0.1836734693877551,1.0,0,1
39,0.47478991596638653,0.334093637454982,0.47478991596638653,148,1,0.8775510204081632,0.058823529411764705,0,1
40,0.5361344537815126,0.39065626250500196,0.5361344537815126,720,1,0.3469387755102041,0.21568627450980393,1,1
41,0.5819327731092437,0.4177671068427371,0.5819327731092437,304,1,0.6122448979591837,0.058823529411764705,1,1
42,0.6285714285714286,0.44897959183673464,0.6285714285714286,39,1,0.7959183673469388,0.0,1,1
43,0.44999999999999996,0.3214285714285714,0.44999999999999996,100,1,0.2857142857142857,0.0,1,1
44,0.42563025210084027,0.31438575430172067,0.42563025210084027,1794,1,0.3673469387755102,0.49019607843137253,0,1
45,0.9642857142857143,0.7244897959183674,0.9642857142857143,2756,1,0.8979591836734694,1.0,1,1
46,0.3214285714285714,0.22244897959183674,0.3214285714285714,21,1,0.4897959183673469,0.0,0,1
47,0.48193277310924365,0.33919567827130853,0.48193277310924365,172,1,0.8979591836734694,0.058823529411764705,0,1
48,0.9,0.6785714285714286,0.9,2808,1,0.7142857142857143,1.0,1,1
49,0.4789915966386554,0.3426970788315326,0.4789915966386554,660,1,0.7551020408163265,0.21568627450980393,0,1
50,0.7327731092436974,0.5409163665466186,0.7327731092436974,780,1,0.673469387755102,0.49019607843137253,1,1
51,0.5684873949579832,0.4164265706282513,0.5684873949579832,728,1,0.7755102040816326,0.49019607843137253,0,1
52,0.41050420168067225,0.29531812725090034,0.41050420168067225,236,1,0.12244897959183673,0.058823529411764705,1,1
53,0.6285714285714286,0.4775510204081632,0.6285714285714286,1040,1,0.5102040816326531,1.0,0,1
54,0.6928571428571428,0.523469387755102,0.6928571428571428,1248,1,0.6938775510204082,1.0,0,1
55,0.7399159663865545,0.5460184073629452,0.7399159663865545,2444,1,0.6938775510204082,0.49019607843137253,1,1
56,0.49285714285714277,0.3448979591836735,0.49285714285714277,28,1,0.9795918367346939,0.0,0,1
57,0.9714285714285714,0.7295918367346939,0.9714285714285714,3796,1,0.9183673469387755,1.0,1,1
58,0.611344537815126,0.4541816726690676,0.611344537815126,1664,1,0.32653061224489793,0.49019607843137253,1,1
59,0.6147058823529412,0.4467787114845938,0.6147058823529412,648,1,0.5714285714285714,0.21568627450980393,1,1
60,0.6714285714285714,0.5153061224489796,0.6714285714285714,4108,1,0.061224489795918366,1.0,1,1
61,0.7642857142857143,0.5816326530612245,0.7642857142857143,1924,1,0.32653061224489793,1.0,1,1
62,0.5105042016806722,0.36674669867947174,0.5105042016806722,272,1,0.40816326530612246,0.058823529411764705,1,1
63,0.511344537815126,0.3756102440976391,0.511344537815126,546,1,0.6122448979591837,0.49019607843137253,0,1
64,0.75,0.5642857142857143,0.75,4108,1,0.8571428571428571,1.0,0,1
65,0.6184873949579831,0.4592837134853941,0.6184873949579831,2158,1,0.3469387755102041,0.49019607843137253,1,1
66,0.6747899159663865,0.484093637454982,0.6747899159663865,144,1,0.8775510204081632,0.058823529411764705,1,1
67,0.3819327731092437,0.2749099639855942,0.3819327731092437,376,1,0.04081632653061224,0.058823529411764705,1,1
68,0.757563025210084,0.5488195278111244,0.757563025210084,396,1,0.9795918367346939,0.21568627450980393,1,1
69,0.3105042016806723,0.2167466986794718,0.3105042016806723,184,1,0.40816326530612246,0.058823529411764705,0,1
70,0.6785714285714286,0.5204081632653061,0.6785714285714286,3640,1,0.08163265306122448,1.0,1,1
71,0.5890756302521009,0.4228691476590636,0.5890756302521009,116,1,0.6326530612244898,0.058823529411764705,1,1
72,0.3857142857142857,0.2683673469387755,0.3857142857142857,48,1,0.673469387755102,0.0,0,1
73,0.3105042016806723,0.2167466986794718,0.3105042016806723,104,1,0.40816326530612246,0.058823529411764705,0,1
74,0.5970588235294118,0.4368347338935574,0.5970588235294118,2210,1,0.8571428571428571,0.49019607843137253,0,1
75,0.4289915966386555,0.3141256502601041,0.4289915966386555,696,1,0.04081632653061224,0.21568627450980393,1,1
76,0.2928571428571428,0.20204081632653062,0.2928571428571428,85,1,0.40816326530612246,0.0,0,1
77,0.6361344537815126,0.46208483393357347,0.6361344537815126,516,1,0.6326530612244898,0.21568627450980393,1,1
78,0.5470588235294117,0.4011204481792717,0.5470588235294117,1378,1,0.7142857142857143,0.49019607843137253,0,1
79,0.8470588235294118,0.6225490196078431,0.8470588235294118,2366,1,1.0,0.49019607843137253,1,1
80,0.4676470588235294,0.32899159663865546,0.4676470588235294,384,1,0.8571428571428571,0.058823529411764705,0,1
81,0.3319327731092437,0.23205282112845138,0.3319327731092437,288,1,0.46938775510204084,0.058823529411764705,0,1
82,0.41764705882352937,0.29327731092436976,0.41764705882352937,384,1,0.7142857142857143,0.058823529411764705,0,1
83,0.5105042016806722,0.36674669867947174,0.5105042016806722,112,1,0.40816326530612246,0.058823529411764705,1,1
84,0.8857142857142858,0.6683673469387755,0.8857142857142858,2080,1,0.673469387755102,1.0,1,1
85,0.6605042016806723,0.47388955582232895,0.6605042016806723,128,1,0.8367346938775511,0.058823529411764705,1,1
86,0.5042016806722689,0.3776510604241696,0.5042016806722689,2470,1,0.02040816326530612,0.49019607843137253,1,1
87,0.6256302521008403,0.45724289715886357,0.6256302521008403,1066,1,0.9387755102040817,0.49019607843137253,0,1
88,0.6042016806722689,0.4419367747098839,0.6042016806722689,1378,1,0.8775510204081632,0.49019607843137253,0,1
89,0.45756302521008396,0.327390956382553,0.45756302521008396,564,1,0.6938775510204082,0.21568627450980393,0,1
90,0.2676470588235294,0.1861344537815126,0.2676470588235294,332,1,0.2857142857142857,0.058823529411764705,0,1
91,0.41470588235294115,0.29677871148459384,0.41470588235294115,576,1,0.5714285714285714,0.21568627450980393,0,1
92,0.4890756302521009,0.3514405762304922,0.4890756302521009,396,1,0.3469387755102041,0.058823529411764705,1,1
93,0.4533613445378152,0.32593037214885956,0.4533613445378152,348,1,0.24489795918367346,0.058823529411764705,1,1
94,0.9714285714285714,0.7295918367346939,0.9714285714285714,3224,1,0.9183673469387755,1.0,1,1
95,0.8428571428571429,0.6377551020408163,0.8428571428571429,3952,1,0.5510204081632653,1.0,1,1
96,0.5504201680672268,0.3937174869947979,0.5504201680672268,1200,1,0.9591836734693877,0.21568627450980393,0,1
97,0.4676470588235294,0.32899159663865546,0.4676470588235294,292,1,0.8571428571428571,0.058823529411764705,0,1
98,0.6071428571428571,0.4336734693877551,0.6071428571428571,92,1,0.7346938775510204,0.0,1,1
99,0.2857142857142857,0.19693877551020408,0.2857142857142857,67,1,0.3877551020408163,0.0,0,1
100,0.3962184873949579,0.27797118847539015,0.3962184873949579,160,1,0.6530612244897959,0.058823529411764705,0,1
101,0.511344537815126,0.3756102440976391,0.511344537815126,2548,1,0.6122448979591837,0.49019607843137253,0,1
102,0.8470588235294118,0.6225490196078431,0.8470588235294118,2210,1,1.0,0.49019607843137253,1,1
103,0.6105042016806722,0.43817527010804325,0.6105042016806722,268,1,0.6938775510204082,0.058823529411764705,1,1
104,0.6470588235294117,0.47969187675070024,0.6470588235294117,2314,1,0.42857142857142855,0.49019607843137253,1,1
105,0.41470588235294115,0.303921568627451,0.41470588235294115,288,1,0.0,0.21568627450980393,1,1
106,0.17142857142857143,0.1153061224489796,0.17142857142857143,96,1,0.061224489795918366,0.0,0,1
107,0.4289915966386555,0.3069827931172469,0.4289915966386555,420,1,0.6122448979591837,0.21568627450980393,0,1
108,0.6184873949579831,0.452140856342537,0.6184873949579831,1742,1,0.9183673469387755,0.49019607843137253,0,1
109,0.5184873949579831,0.3807122849139656,0.5184873949579831,2054,1,0.6326530612244898,0.49019607843137253,0,1
110,0.5970588235294118,0.4368347338935574,0.5970588235294118,2210,1,0.8571428571428571,0.49019607843137253,0,1
111,0.6756302521008403,0.5001000400160064,0.6756302521008403,676,1,0.5102040816326531,0.49019607843137253,1,1
112,0.40714285714285714,0.29081632653061223,0.40714285714285714,75,1,0.16326530612244897,0.0,1,1
113,0.6899159663865546,0.5103041216486595,0.6899159663865546,1690,1,0.5510204081632653,0.49019607843137253,1,1
114,0.3033613445378151,0.21164465786314526,0.3033613445378151,216,1,0.3877551020408163,0.058823529411764705,0,1
115,0.5071428571428571,0.39081632653061227,0.5071428571428571,4940,1,0.16326530612244897,1.0,0,1
116,0.5033613445378151,0.35450180072028814,0.5033613445378151,376,1,0.9591836734693877,0.058823529411764705,0,1
117,0.22857142857142856,0.15612244897959185,0.22857142857142856,86,1,0.22448979591836735,0.0,0,1
118,0.6970588235294118,0.5154061624649859,0.6970588235294118,832,1,0.5714285714285714,0.49019607843137253,1,1
119,0.6827731092436975,0.5052020808323329,0.6827731092436975,1170,1,0.5306122448979592,0.49019607843137253,1,1
120,0.6571428571428571,0.4693877551020408,0.6571428571428571,76,1,0.8775510204081632,0.0,1,1
121,0.5714285714285714,0.40816326530612246,0.5714285714285714,84,1,0.6326530612244898,0.0,1,1
122,0.5684873949579832,0.4235694277711084,0.5684873949579832,1872,1,0.20408163265306123,0.49019607843137253,1,1
123,0.8042016806722688,0.5919367747098839,0.8042016806722688,1040,1,0.8775510204081632,0.49019607843137253,1,1
124,0.7714285714285715,0.5795918367346938,0.7714285714285715,4628,1,0.9183673469387755,1.0,0,1
125,0.5,0.35,0.5,86,1,1.0,0.0,0,1
126,0.48193277310924365,0.33919567827130853,0.48193277310924365,216,1,0.8979591836734694,0.058823529411764705,0,1
127,0.5033613445378151,0.35450180072028814,0.5033613445378151,144,1,0.9591836734693877,0.058823529411764705,0,1
128,0.8285714285714286,0.6275510204081632,0.8285714285714286,4628,1,0.5102040816326531,1.0,1,1
129,0.6399159663865546,0.47458983593437376,0.6399159663865546,832,1,0.40816326530612246,0.49019607843137253,1,1
130,0.8399159663865546,0.6174469787915166,0.8399159663865546,1742,1,0.9795918367346939,0.49019607843137253,1,1
131,0.38277310924369745,0.2837735094037615,0.38277310924369745,1014,1,0.24489795918367346,0.49019607843137253,0,1
132,0.7714285714285715,0.5795918367346938,0.7714285714285715,1508,1,0.9183673469387755,1.0,0,1
133,0.942857142857143,0.7091836734693877,0.942857142857143,3016,1,0.8367346938775511,1.0,1,1
134,0.3214285714285714,0.22244897959183674,0.3214285714285714,65,1,0.4897959183673469,0.0,0,1
135,0.5861344537815126,0.42637054821928766,0.5861344537815126,1128,1,0.4897959183673469,0.21568627450980393,1,1
136,0.44621848739495795,0.32082833133253297,0.44621848739495795,324,1,0.22448979591836735,0.058823529411764705,1,1
137,0.18907563025210083,0.13001200480192077,0.18907563025210083,344,1,0.061224489795918366,0.058823529411764705,0,1
138,0.9142857142857143,0.6887755102040816,0.9142857142857143,2236,1,0.7551020408163265,1.0,1,1
139,0.942857142857143,0.7091836734693877,0.942857142857143,1508,1,0.8367346938775511,1.0,1,1
140,0.3571428571428571,0.2479591836734694,0.3571428571428571,95,1,0.5918367346938775,0.0,0,1
141,0.7999999999999999,0.6,0.7999999999999999,1456,1,1.0,1.0,0,1
142,0.9642857142857143,0.7244897959183674,0.9642857142857143,2392,1,0.8979591836734694,1.0,1,1
143,0.5256302521008402,0.38581432573029206,0.5256302521008402,1508,1,0.6530612244897959,0.49019607843137253,0,1
144,0.3390756302521008,0.23715486194477792,0.3390756302521008,192,1,0.4897959183673469,0.058823529411764705,0,1
145,0.38613445378151257,0.27637054821928775,0.38613445378151257,516,1,0.4897959183673469,0.21568627450980393,0,1
146,0.6747899159663865,0.484093637454982,0.6747899159663865,380,1,0.8775510204081632,0.058823529411764705,1,1
147,0.6399159663865546,0.47458983593437376,0.6399159663865546,780,1,0.40816326530612246,0.49019607843137253,1,1
148,0.511344537815126,0.3756102440976391,0.511344537815126,1664,1,0.6122448979591837,0.49019607843137253,0,1
149,0.47857142857142854,0.3346938775510204,0.47857142857142854,90,1,0.9387755102040817,0.0,0,1
150,0.30756302521008405,0.2202480992396959,0.30756302521008405,912,1,0.2653061224489796,0.21568627450980393,0,1
151,0.48193277310924365,0.3463385354141657,0.48193277310924365,384,1,0.32653061224489793,0.058823529411764705,1,1
152,0.3642857142857143,0.2602040816326531,0.3642857142857143,47,1,0.04081632653061224,0.0,1,1
153,0.6428571428571429,0.4591836734693877,0.6428571428571429,85,1,0.8367346938775511,0.0,1,1
154,0.3,0.20714285714285713,0.3,55,1,0.42857142857142855,0.0,0,1
155,0.3105042016806723,0.2167466986794718,0.3105042016806723,392,1,0.40816326530612246,0.058823529411764705,0,1
156,0.5105042016806722,0.36674669867947174,0.5105042016806722,308,1,0.40816326530612246,0.058823529411764705,1,1
157,0.6285714285714286,0.44897959183673464,0.6285714285714286,26,1,0.7959183673469388,0.0,1,1
158,0.2970588235294117,0.22254901960784312,0.2970588235294117,1768,1,0.0,0.49019607843137253,0,1
159,0.7647058823529412,0.553921568627451,0.7647058823529412,876,1,1.0,0.21568627450980393,1,1
160,0.43907563025210083,0.30858343337334937,0.43907563025210083,108,1,0.7755102040816326,0.058823529411764705,0,1
161,0.6504201680672269,0.47228891556622643,0.6504201680672269,276,1,0.673469387755102,0.21568627450980393,1,1
162,0.4970588235294118,0.36540616246498603,0.4970588235294118,1274,1,0.5714285714285714,0.49019607843137253,0,1
163,0.511344537815126,0.3756102440976391,0.511344537815126,1924,1,0.6122448979591837,0.49019607843137253,0,1
164,0.5,0.3857142857142857,0.5,3484,1,0.14285714285714285,1.0,0,1
165,0.3256302521008403,0.24295718287314927,0.3256302521008403,1690,1,0.08163265306122448,0.49019607843137253,0,1
166,0.257563025210084,0.18453381352541018,0.257563025210084,720,1,0.12244897959183673,0.21568627450980393,0,1
167,0.6218487394957983,0.4518807523009204,0.6218487394957983,372,1,0.5918367346938775,0.21568627450980393,1,1
168,0.4605042016806723,0.33103241296518604,0.4605042016806723,108,1,0.2653061224489796,0.058823529411764705,1,1
169,0.3256302521008403,0.24295718287314927,0.3256302521008403,2080,1,0.08163265306122448,0.49019607843137253,0,1
170,0.1819327731092437,0.12490996398559424,0.1819327731092437,120,1,0.04081632653061224,0.058823529411764705,0,1
171,0.6184873949579831,0.452140856342537,0.6184873949579831,650,1,0.9183673469387755,0.49019607843137253,0,1
172,0.4714285714285714,0.36530612244897964,0.4714285714285714,1820,1,0.061224489795918366,1.0,0,1
173,0.5899159663865546,0.43173269307723094,0.5899159663865546,1742,1,0.8367346938775511,0.49019607843137253,0,1
174,0.3571428571428571,0.2479591836734694,0.3571428571428571,46,1,0.5918367346938775,0.0,0,1
175,0.40714285714285714,0.2836734693877551,0.40714285714285714,35,1,0.7346938775510204,0.0,0,1
176,0.15714285714285714,0.10510204081632654,0.15714285714285714,86,1,0.02040816326530612,0.0,0,1
177,0.37478991596638656,0.2626650660264106,0.37478991596638656,324,1,0.5918367346938775,0.058823529411764705,0,1
178,0.5432773109243697,0.38861544617847144,0.5432773109243697,504,1,0.9387755102040817,0.21568627450980393,0,1
179,0.5105042016806722,0.36674669867947174,0.5105042016806722,172,1,0.40816326530612246,0.058823529411764705,1,1
180,0.5542016806722689,0.4133653461384553,0.5542016806722689,806,1,0.16326530612244897,0.49019607843137253,1,1
181,0.37563025210084033,0.27867146858743497,0.37563025210084033,2106,1,0.22448979591836735,0.49019607843137253,0,1
182,0.6714285714285714,0.5153061224489796,0.6714285714285714,3172,1,0.061224489795918366,1.0,1,1
183,0.21428571428571427,0.14591836734693878,0.21428571428571427,96,1,0.1836734693877551,0.0,0,1
184,0.6285714285714286,0.4775510204081632,0.6285714285714286,1508,1,0.5102040816326531,1.0,0,1
185,0.5756302521008403,0.42152861144457787,0.5756302521008403,858,1,0.7959183673469388,0.49019607843137253,0,1
186,0.7327731092436974,0.5409163665466186,0.7327731092436974,832,1,0.673469387755102,0.49019607843137253,1,1
187,0.36428571428571427,0.25306122448979596,0.36428571428571427,56,1,0.6122448979591837,0.0,0,1
188,0.2970588235294117,0.22254901960784312,0.2970588235294117,2444,1,0.0,0.49019607843137253,0,1
189,0.3256302521008403,0.24295718287314927,0.3256302521008403,1378,1,0.08163265306122448,0.49019607843137253,0,1
190,0.6714285714285714,0.5153061224489796,0.6714285714285714,4264,1,0.061224489795918366,1.0,1,1
191,0.5033613445378151,0.35450180072028814,0.5033613445378151,280,1,0.9591836734693877,0.058823529411764705,0,1
192,0.3676470588235294,0.257563025210084,0.3676470588235294,304,1,0.5714285714285714,0.058823529411764705,0,1
193,0.37563025210084033,0.27867146858743497,0.37563025210084033,754,1,0.22448979591836735,0.49019607843137253,0,1
194,0.35,0.24285714285714285,0.35,100,1,0.5714285714285714,0.0,0,1
195,0.2676470588235294,0.1861344537815126,0.2676470588235294,376,1,0.2857142857142857,0.058823529411764705,0,1
196,0.6504201680672269,0.47228891556622643,0.6504201680672269,300,1,0.673469387755102,0.21568627450980393,1,1
197,0.5827731092436974,0.42663065226090435,0.5827731092436974,2288,1,0.8163265306122449,0.49019607843137253,0,1
198,0.5004201680672269,0.3580032012805122,0.5004201680672269,936,1,0.8163265306122449,0.21568627450980393,0,1
199,0.7684873949579832,0.5664265706282513,0.7684873949579832,1170,1,0.7755102040816326,0.49019607843137253,1,1
200,0.6714285714285714,0.5081632653061224,0.6714285714285714,3796,1,0.6326530612244898,1.0,0,1
201,0.41470588235294115,0.29677871148459384,0.41470588235294115,732,1,0.5714285714285714,0.21568627450980393,0,1
202,0.44999999999999996,0.3214285714285714,0.44999999999999996,22,1,0.2857142857142857,0.0,1,1
203,0.37857142857142856,0.26326530612244897,0.37857142857142856,38,1,0.6530612244897959,0.0,0,1
204,0.5714285714285714,0.43673469387755104,0.5714285714285714,1976,1,0.3469387755102041,1.0,0,1
205,0.7399159663865545,0.5460184073629452,0.7399159663865545,2600,1,0.6938775510204082,0.49019607843137253,1,1
206,0.6214285714285714,0.47244897959183674,0.6214285714285714,3328,1,0.4897959183673469,1.0,0,1
207,0.5327731092436975,0.39805922368947577,0.5327731092436975,1430,1,0.10204081632653061,0.49019607843137253,1,1
208,0.41134453781512603,0.3041816726690676,0.41134453781512603,2366,1,0.32653061224489793,0.49019607843137253,0,1
209,0.5289915966386555,0.3855542216886755,0.5289915966386555,456,1,0.32653061224489793,0.21568627450980393,1,1
210,0.47478991596638653,0.334093637454982,0.47478991596638653,388,1,0.8775510204081632,0.058823529411764705,0,1
211,0.3327731092436974,0.24805922368947578,0.3327731092436974,572,1,0.10204081632653061,0.49019607843137253,0,1
212,0.811344537815126,0.5970388155262104,0.811344537815126,2392,1,0.8979591836734694,0.49019607843137253,1,1
213,0.39285714285714285,0.2806122448979592,0.39285714285714285,84,1,0.12244897959183673,0.0,1,1
214,0.43907563025210083,0.3157262905162065,0.43907563025210083,372,1,0.20408163265306123,0.058823529411764705,1,1
215,0.6533613445378151,0.46878751500600235,0.6533613445378151,200,1,0.8163265306122449,0.058823529411764705,1,1
216,0.4613445378151261,0.33989595838335335,0.4613445378151261,1664,1,0.46938775510204084,0.49019607843137253,0,1
217,0.5928571428571429,0.4520408163265306,0.5928571428571429,3172,1,0.40816326530612246,1.0,0,1
218,0.3142857142857143,0.2173469387755102,0.3142857142857143,48,1,0.46938775510204084,0.0,0,1
219,0.21764705882352942,0.1504201680672269,0.21764705882352942,180,1,0.14285714285714285,0.058823529411764705,0,1
220,0.37563025210084033,0.27867146858743497,0.37563025210084033,2288,1,0.22448979591836735,0.49019607843137253,0,1
221,0.6327731092436975,0.46234493797519005,0.6327731092436975,1482,1,0.9591836734693877,0.49019607843137253,0,1
222,0.40336134453781514,0.29021608643457386,0.40336134453781514,272,1,0.10204081632653061,0.058823529411764705,1,1
223,0.5899159663865546,0.43887555022008806,0.5899159663865546,2444,1,0.2653061224489796,0.49019607843137253,1,1
224,0.5857142857142857,0.41836734693877553,0.5857142857142857,41,1,0.673469387755102,0.0,1,1
225,0.24621848739495797,0.170828331332533,0.24621848739495797,332,1,0.22448979591836735,0.058823529411764705,0,1
226,0.22142857142857142,0.1510204081632653,0.22142857142857142,22,1,0.20408163265306123,0.0,0,1
227,0.24327731092436974,0.1743297318927571,0.24327731092436974,888,1,0.08163265306122448,0.21568627450980393,0,1
228,0.6684873949579831,0.4949979991996798,0.6684873949579831,2340,1,0.4897959183673469,0.49019607843137253,1,1
229,0.22142857142857142,0.1510204081632653,0.22142857142857142,79,1,0.20408163265306123,0.0,0,1
230,0.5533613445378152,0.39735894357743096,0.5533613445378152,112,1,0.5306122448979592,0.058823529411764705,1,1
231,0.65,0.4642857142857143,0.65,88,1,0.8571428571428571,0.0,1,1
232,0.2890756302521008,0.20144057623049222,0.2890756302521008,104,1,0.3469387755102041,0.058823529411764705,0,1
233,0.7184873949579832,0.5307122849139656,0.7184873949579832,702,1,0.6326530612244898,0.49019607843137253,1,1
234,0.5533613445378152,0.39735894357743096,0.5533613445378152,332,1,0.5306122448979592,0.058823529411764705,1,1
235,0.6142857142857143,0.46734693877551026,0.6142857142857143,2028,1,0.46938775510204084,1.0,0,1
236,0.3819327731092437,0.2677671068427371,0.3819327731092437,356,1,0.6122448979591837,0.058823529411764705,0,1
237,0.5684873949579832,0.4164265706282513,0.5684873949579832,1768,1,0.7755102040816326,0.49019607843137253,0,1
238,0.5470588235294117,0.4011204481792717,0.5470588235294117,2340,1,0.7142857142857143,0.49019607843137253,0,1
239,0.37857142857142856,0.27040816326530615,0.37857142857142856,34,1,0.08163265306122448,0.0,1,1
240,0.6256302521008403,0.45724289715886357,0.6256302521008403,1326,1,0.9387755102040817,0.49019607843137253,0,1
241,0.4970588235294118,0.36540616246498603,0.4970588235294118,1170,1,0.5714285714285714,0.49019607843137253,0,1
242,0.7970588235294117,0.5868347338935573,0.7970588235294117,2288,1,0.8571428571428571,0.49019607843137253,1,1
243,0.6462184873949579,0.4636854741896759,0.6462184873949579,340,1,0.7959183673469388,0.058823529411764705,1,1
244,0.2361344537815126,0.1692276910764306,0.2361344537815126,1200,1,0.061224489795918366,0.21568627450980393,0,1
245,0.9214285714285714,0.6938775510204082,0.9214285714285714,2184,1,0.7755102040816326,1.0,1,1
246,0.611344537815126,0.4470388155262105,0.611344537815126,1378,1,0.8979591836734694,0.49019607843137253,0,1
247,0.4327731092436975,0.31948779511804726,0.4327731092436975,2236,1,0.3877551020408163,0.49019607843137253,0,1
248,0.7428571428571429,0.5663265306122449,0.7428571428571429,3432,1,0.2653061224489796,1.0,1,1
249,0.8785714285714284,0.6632653061224489,0.8785714285714284,5200,1,0.6530612244897959,1.0,1,1
250,0.4714285714285714,0.33673469387755106,0.4714285714285714,47,1,0.3469387755102041,0.0,1,1
251,0.7071428571428572,0.5408163265306122,0.7071428571428572,1300,1,0.16326530612244897,1.0,1,1
252,0.3857142857142857,0.2683673469387755,0.3857142857142857,51,1,0.673469387755102,0.0,0,1
253,0.5256302521008402,0.38581432573029206,0.5256302521008402,1066,1,0.6530612244897959,0.49019607843137253,0,1
254,0.5970588235294118,0.44397759103641454,0.5970588235294118,1898,1,0.2857142857142857,0.49019607843137253,1,1
255,0.31848739495798317,0.23785514205682273,0.31848739495798317,1092,1,0.061224489795918366,0.49019607843137253,0,1
256,0.5214285714285715,0.37244897959183676,0.5214285714285715,20,1,0.4897959183673469,0.0,1,1
257,0.5033613445378151,0.36164465786314526,0.5033613445378151,120,1,0.3877551020408163,0.058823529411764705,1,1
258,0.396218487394958,0.28511404561824727,0.396218487394958,212,1,0.08163265306122448,0.058823529411764705,1,1
259,0.2747899159663866,0.19123649459783915,0.2747899159663866,296,1,0.30612244897959184,0.058823529411764705,0,1
260,0.2357142857142857,0.16122448979591836,0.2357142857142857,57,1,0.24489795918367346,0.0,0,1
261,0.23907563025210082,0.1657262905162065,0.23907563025210082,228,1,0.20408163265306123,0.058823529411764705,0,1
